Question,Text
How did Polish become more homogenized during the 20th century?,"The geographical distribution of the Polish language was greatly affected by the territorial changes of Poland immediately after World War II and Polish population transfers . Poles settled in the ""Recovered Territories"" in the west and north, which had previously been mostly German-speaking. Some Poles remained in the previously Polish-ruled territories in the east that were annexed by the USSR, resulting in the present-day Polish-speaking minorities in Lithuania, Belarus, and Ukraine, although many Poles were expelled or emigrated from those areas to areas within Poland's new borders. Meanwhile, the flight and expulsion of Germans , as well as the expulsion of Ukrainians and Operation Vistula, the 1947 forced resettlement of Ukrainian minorities to the Recovered Territories in the west of the country, contributed to the country's linguistic homogeneity. Geographic language distribution maps of Poland from pre-WWII to present

The Polish language became far more homogeneous in the second half of the 20th century, in part due to the mass migration of several million Polish citizens from the eastern to the western part of the country after the Soviet annexation of the Kresy in 1939, and the acquisition of former German territory after World War II. This tendency toward a homogeneity also stems from the vertically integrated nature of the authoritarian Polish People's Republic."
What did Ceasar do to reform the calendar?,"He set the length of the year to 365.25 days by adding an intercalary/leap day at the end of February every fourth year. To bring the calendar into alignment with the seasons, he decreed that three extra months be inserted into 46 BC . Thus, the Julian calendar opened on 1 January 45 BC. This calendar is almost identical to the current Western calendar. Shortly before his assassination, he passed a few more reforms. He established a police force, appointed officials to carry out his land reforms, and ordered the rebuilding of Carthage and Corinth."
How did Romania remain neutral during World War I?,"Romania was occupied and a harsh peace treaty was signed in May 1918. In November, Romania reentered the conflict. Total military and civilian losses from 1916 to 1918, within contemporary borders, were estimated at 748,000. After the war, the transfer of Bukovina from Austria was acknowledged by the 1919 Treaty of Saint Germain, of Banat and Transylvania from Hungary by the 1920 Treaty of Trianon, and of Bessarabia from Russian rule by the 1920 Treaty of Paris. All cessations made to the Central Powers in the ceasefire and treaty were nullified and renounced. [citation needed]

The following interwar period is referred as Greater Romania, as the country achieved its greatest territorial extent at that time ."
How does the platypus make use of wetlands?,"Much like the beaver, the platypus creates dams and burrows for shelter and protection. The platypus swims through the use of webbed feet. The platypus feeds on insect larvae, worms, or other freshwater insects hunting mainly by night by the use of their bill. It turns up mud on the bottom of the lake or river, and with the help of the electroreceptors located on the bill, unearths freshwater insects. The platypus stores their findings in special pouches behind their bill and consumes its prey upon returning to the surface. Insects and invertebrates total more than half of the 100,000 known animal species in wetlands."
What was Talleyrand's role in the Congress of Vienna?,"The Congress was noted for its lavish entertainment: according to a famous joke it did not move, but danced. Initially, the representatives of the four victorious powers hoped to exclude the French from serious participation in the negotiations, but Talleyrand skillfully managed to insert himself into ""her inner councils"" in the first weeks of negotiations. He allied himself to a Committee of Eight lesser powers to control the negotiations. Once Talleyrand was able to use this committee to make himself a part of the inner negotiations, he then left it, once again abandoning his allies. The major Allies' indecision on how to conduct their affairs without provoking a united protest from the lesser powers led to the calling of a preliminary conference on protocol, to which Talleyrand and the Marquis of Labrador, Spain's representative, were invited on 30 September 1814. Congress Secretary Friedrich von Gentz reported, ""The intervention of Talleyrand and Labrador has hopelessly upset all our plans."
What impact did instruments invented during the renaissance period make on classical music?,"Stringed instruments included the viol, the harp-like lyre, the hurdy-gurdy, the cittern and the lute. Keyboard instruments with strings included the harpsichord and the virginal. Percussion instruments include the triangle, the Jew's harp, the tambourine, the bells, the rumble-pot, and various kinds of drums. Woodwind instruments included the double reed shawm, the reed pipe, the bagpipe, the transverse flute and the recorder. Vocal music in the Renaissance is noted for the flourishing of an increasingly elaborate polyphonic style. The principal liturgical forms which endured throughout the entire Renaissance period were masses and motets, with some other developments towards the end, especially as composers of sacred music began to adopt secular forms for their own designs."
Why was the G-20 founded?,"An initiative by French President Nicolas Sarkozy and British Prime Minister Gordon Brown led to a special meeting of the G20, a G20 Leaders Summit on Financial Markets and the World Economy, on 15 November 2008. Spain and the Netherlands were included in the summit by French invitation. Despite lacking any formal ability to enforce rules, the G20's prominent membership gives it a strong input on global policy. However, there remain disputes over the legitimacy of the G20, and criticisms of its organisation and the efficacy of its declarations. Summit was created as a response both to the financial crisis of 2007-2010 and to a growing recognition that key emerging countries were not adequately included in the core of global economic discussion and governance. The G20 Summits of heads of state or government were held in addition to the G20 Meetings of Finance Ministers and Central Bank Governors, who continued to meet to prepare the leaders' summit and implement their decisions."
How were the concentration camps liberated?,"Auschwitz was liberated, also by the Soviets, on 27 January 1945; Buchenwald by the Americans on 11 April; Bergen-Belsen by the British on 15 April; Dachau by the Americans on 29 April; Ravensbruck by the Soviets on the same day; Mauthausen by the Americans on 5 May; and Theresienstadt by the Soviets on 8 May. Treblinka, Sobibor, and Belzec were never liberated, but were destroyed by the Nazis in 1943. Colonel William W. Quinn of the US Seventh Army said of Dachau: ""There our troops found sights, sounds, and stenches horrible beyond belief, cruelties so enormous as to be incomprehensible to the normal mind."" In most of the camps discovered by the Soviets, almost all the prisoners had already been removed, leaving only a few thousand alive--7,600 inmates were found in Auschwitz, including 180 children who had been experimented on by doctors. Some 60,000 prisoners were discovered at Bergen-Belsen by the British 11th Armoured Division, 13,000 corpses lay unburied, and another 10,000 died from typhus or malnutrition over the following weeks. The British forced the remaining SS guards to gather up the corpses and place them in mass graves."
How were the 2012 Summer Olympics distributed in different venues?,"In November 2004, the 200-hectare Olympic Park plans were revealed. The plans for the site were approved in September 2004 by Tower Hamlets, Newham, Hackney and Waltham Forest. The redevelopment of the area to build the Olympic Park required compulsory purchase orders of property. The London Development Agency was in dispute with London and Continental Railways about the orders in November 2005. By May 2006, 86% of the land had been bought as businesses fought eviction. Residents who opposed the eviction tried to find ways to stop it by setting up campaigns, but they had to leave as 94% of land was bought and the other 6% bought as a PS9 billion regeneration project started."
How is the role of head of government defined in parliamentary systems?,"However, because the United Kingdom is a constitutional monarchy, he uses his own discretion regarding whether or not to follow her advice. In presidential republics or in absolute monarchies, the head of state is also usually the head of government. The relationship between that leader and the government, however, can vary greatly, ranging from separation of powers to autocracy, according to the constitution of the particular state. In semi-presidential systems, the head of government may answer to both the head of state and the legislature, with the specifics provided by each country's constitution. A modern example is the present French government, which originated as the French Fifth Republic in 1958. In France, the president, the head of state, appoints the prime minister, who is the head of government."
How does wage labour compare to slavery?,"Scholars have debated the exact relationship between wage labor, slavery, and capitalism at length, especially for the antebellum United States. Similarities between wage labour and slavery were noted as early as Cicero in Ancient Rome. With the advent of the industrial revolution, thinkers such as Proudhon and Marx elaborated the comparison between wage labour and slavery in the context of a critique of societal property not intended for active personal use, while Luddites emphasised the dehumanisation brought about by machines. Before the American Civil War, Southern defenders of African American slavery invoked the concept of wage slavery to favorably compare the condition of their slaves to workers in the North. The United States abolished slavery during the Civil War, but labor union activists found the metaphor useful. According to Lawrence Glickman, in the Gilded Age, ""References abounded in the labor press, and it is hard to find a speech by a labour leader without the phrase."""
How are non-permanent members chosen?,"In its first two decades, the Security Council had six non-permanent members, the first of which were Australia, Brazil, Egypt, Mexico, the Netherlands, and Poland. In 1965, the number of non-permanent members was expanded to ten. These ten non-permanent members are elected by the General Assembly for two-year terms starting on 1 January, with five replaced each year. To be approved, a candidate must receive at least two-thirds of all votes cast for that seat, which can result in deadlock if there are two roughly evenly matched candidates. In 1979, a standoff between Cuba and Colombia only ended after three months and a record 154 rounds of voting; both eventually withdrew in favour of Mexico as a compromise candidate. A retiring member is not eligible for immediate re-election."
How did the modern spelling of Tennessee come to?,"When a constitutional convention met in 1796 to organize a new state out of the Southwest Territory, it adopted ""Tennessee"" as the name of the state. Tennessee is known as the ""Volunteer State"", a nickname some claimed was earned during the War of 1812 because of the prominent role played by volunteer soldiers from Tennessee, especially during the Battle of New Orleans. Other sources differ on the origin of the state nickname; according to the Columbia Encyclopedia, the name refers to volunteers for the Mexican-American War. This explanation is more likely, because President Polk's call for 2,600 nationwide volunteers at the beginning of the Mexican-American War resulted in 30,000 volunteers from Tennessee alone, largely in response to the death of Davy Crockett and appeals by former Tennessee Governor and then Texas politician, Sam Houston. Tennessee borders eight other states: Kentucky and Virginia to the north; North Carolina to the east; Georgia, Alabama, and Mississippi on the south; Arkansas and Missouri on the Mississippi River to the west. Tennessee ties Missouri as the state bordering the most other states."
How was Facemash established?,"According to The Harvard Crimson, the site was comparable to Hot or Not and used ""photos compiled from the online facebooks of nine houses, placing two next to each other at a time and asking users to choose the 'hotter' person"". To accomplish this, Zuckerberg hacked into protected areas of Harvard's computer network and copied private dormitory ID images. Harvard did not have a student ""face book"" at the time, although individual houses had been issuing their own paper facebooks since the mid-1980s, and Harvard's longtime Freshman Yearbook was colloquially referred to as the ""Freshman Facebook"". Facemash attracted 450 visitors and 22,000 photo-views in its first four hours online. The site was quickly forwarded to several campus group list-servers, but was shut down a few days later by the Harvard administration. Zuckerberg faced expulsion and was charged by the administration with breach of security, violating copyrights, and violating individual privacy."
What caused Antwerp's fortunes to decline and how were they improved again?,"Antwerp's banking was controlled for a generation by Genoa, and Amsterdam became the new trading centre. The recognition of the independence of the United Provinces by the Treaty of Munster in 1648 stipulated that the Scheldt should be closed to navigation, which destroyed Antwerp's trading activities. This impediment remained in force until 1863, although the provisions were relaxed during French rule from 1795 to 1814, and also during the time Belgium formed part of the Kingdom of the United Netherlands . Antwerp had reached the lowest point in its fortunes in 1800, and its population had sunk to under 40,000, when Napoleon, realizing its strategic importance, assigned funds to enlarge the harbour by constructing a new dock and an access- lock and mole and deepening the Scheldt to allow for larger ships to approach Antwerp. Napoleon hoped that by making Antwerp's harbour the finest in Europe he would be able to counter the Port of London and hamper British growth. However, he was defeated at the Battle of Waterloo before he could see the plan through."
How did Asian people become reclassified as Yellow from White?,"In the 16th and 17th centuries, ""East Asian peoples were almost uniformly described as white, never as yellow."" Michael Keevak's history Becoming Yellow, finds that East Asians were redesignated as being yellow-skinned because ""yellow had become a racial designation,"" and that the replacement of white with yellow as a description came through scientific discourse. A three-part racial schema in color terms was used in seventeenth-century Latin America under Spanish rule. Irene Silverblatt traces ""race thinking"" in South America to the social categories of colonialism and state formation: ""White, black, and brown are abridged, abstracted versions of colonizer, slave, and colonized."" By the mid-seventeenth century, the novel term espanol was being equated in written documents with blanco, or white. In the Spain's American colonies, African, Native American , Jewish, or morisco ancestry formally excluded individuals from the ""purity of blood"" requirements for holding any public office under the Royal Pragmatic of 1501."
What companies did Apple acquire in 2013?,"Later in 2013, Apple acquired Embark Inc., a small Silicon Valley-based mapping company that builds free transit apps to help smartphone users navigate public transportation in U.S. cities, and PrimeSense, an Israeli 3D sensing company based in Tel Aviv. In December 2013, Apple Inc. purchased social analytics firm Topsy. Topsy is one of a small number of firms with real-time access to the messages that appear on Twitter and can ""do real-time analysis of the trends and discussions happening on Twitter"". The company also made several high-profile hiring decisions in 2013. On July 2, 2013, Apple recruited Paul Deneve, Belgian President and CEO of Yves Saint Laurent as a vice president reporting directly to Tim Cook. A mid-October 2013 announcement revealed that Burberry executive Angela Ahrendts will commence as a senior vice president at Apple in mid-2014."
What economic and infrastructure improvements during the 1950s and 1960s can be credited to the Socialist Credit Party?,"Vancouver and Victoria became cultural centres as poets, authors, artists, musicians, as well as dancers, actors, and haute cuisine chefs flocked to the beautiful scenery and warmer temperatures, with the cultural and entrepreneurial community notably bolstered by many Draft dodgers from the United States. Similarly, these cities have either attracted or given rise to their own noteworthy academics, commentators, and creative thinkers. [citation needed] Tourism also began to play an important role in the economy. The rise of Japan and other Pacific economies was a great boost to British Columbia's economy, primarily because of massive exports of lumber products and unprocessed coal and trees. Politically and socially, the 1960s brought a period of significant social ferment. The divide between the political left and right, which had prevailed in the province since the Depression and the rise of the labour movement, sharpened as so-called free enterprise parties coalesced into the de facto coalition represented by Social Credit--in opposition to the social democratic New Democratic Party, the successor to the Co-operative Commonwealth Federation."
how does the educational system of stanford university operates?,"Stanford follows a quarter system with Autumn quarter usually starting in late September and Spring Quarter ending in early June. The full-time, four-year undergraduate program has an arts and sciences focus with high graduate student coexistence. Stanford is accredited by the Western Association of Schools and Colleges. Full-time undergraduate tuition was $42,690 for 2013-2014. Stanford's admission process is need-blind for US citizens and permanent residents; while it is not need-blind for international students, 64% are on need-based aid, with an average aid package of $31,411. In 2012-13, the university awarded $126 million in need-based financial aid to 3,485 students, with an average aid package of $40,460."
How did Jazz morph into an art form?,"Jazz is a music genre that originated from African American communities of New Orleans in the United States during the late 19th and early 20th centuries. It emerged in the form of independent traditional and popular musical styles, all linked by the common bonds of African American and European American musical parentage with a performance orientation. Jazz is characterized by swung and blue notes, call and response vocals, polyrhythms and improvisation. Jazz has roots in West African cultural and musical expression, and in African American music traditions including blues and ragtime, as well as European military band music. Although the foundation of jazz is deeply rooted within the black experience of the United States, different cultures have contributed their own experience and styles to the art form as well. Intellectuals around the world have hailed jazz as ""one of America's original art forms"". As jazz spread around the world, it drew on different national, regional, and local musical cultures, which gave rise to many distinctive styles."
What is the impact of public transportation on the Green movement?,"The figure below is a computer simulation showing the results of the study ""with 2 January showing the lowest concentrations as a result of decreased activity in the city during the holiday season. 9 January showed the highest NMHC concentrations because of increased vehicular activity in the city due to a public transportation strike."" Based on the benefits of public transport, the green movement has impacted public policy. For example, the state of New Jersey released Getting to Work: Reconnecting Jobs with Transit. This initiative attempts to relocate new jobs into areas with higher public transportation accessibility. The initiative cites the use of public transportation as being a means of reducing traffic congestion, providing an economic boost to the areas of job relocation, and most importantly, contributing to a green environment by reducing carbon dioxide emissions."
What was the economic status of Venice throughout history?,"PATREVE is only a statistical metropolitan area without any degree of autonomy. The name is derived from the ancient Veneti people who inhabited the region by the 10th century BC. The city was historically the capital of the Republic of Venice. Venice has been known as the ""La Dominante,"" ""Serenissima,"" ""Queen of the Adriatic,"" ""City of Water,"" ""City of Masks,"" ""City of Bridges,"" ""The Floating City,"" and ""City of Canals."" The Republic of Venice was a major financial and maritime power during the Middle Ages and Renaissance, and a staging area for the Crusades and the Battle of Lepanto, as well as a very important center of commerce and art in the 13th century up to the end of the 17th century. The City State of Venice is considered to have been the first real international financial center which gradually emerged from the 9th century to its peak in the 14th century."
Why is conflict apt to develop between the states and the nation within a federation?,"Certain forms of political and constitutional dispute are common to federations. One issue is that the exact division of power and responsibility between federal and regional governments is often a source of controversy. Often, as is the case with the United States, such conflicts are resolved through the judicial system, which delimits the powers of federal and local governments. The relationship between federal and local courts varies from nation to nation and can be a controversial and complex issue in itself. Another common issue in federal systems is the conflict between regional and national interests, or between the interests and aspirations of different ethnic groups. In some federations the entire jurisdiction is relatively homogeneous and each constituent state resembles a miniature version of the whole; this is known as 'congruent federalism'."
How did the city of Dublin evolve in the Middle Ages?,"Dublin was incorporated into the English Crown as the Pale, which was a narrow strip of English settlement along the eastern seaboard. The Tudor conquest of Ireland in the 16th century spelt a new era for Dublin, with the city enjoying a renewed prominence as the centre of administrative rule in Ireland. Determined to make Dublin a Protestant city, Queen Elizabeth I of England established Trinity College in 1592 as a solely Protestant university and ordered that the Catholic St. Patrick's and Christ Church cathedrals be converted to Protestant. The city had a population of 21,000 in 1640 before a plague in 1649-51 wiped out almost half of the city's inhabitants. However, the city prospered again soon after as a result of the wool and linen trade with England, reaching a population of over 50,000 in 1700. As the city continued to prosper during the 18th century, Georgian Dublin became, for a short period, the second largest city of the British Empire and the fifth largest city in Europe, with the population exceeding 130,000."
What are ethical and safety issues of the Guinness World Records?,"For example, the sword swallowing record was listed as closed in the 1990 Guinness Book of World Records, but the Guinness World Records Primetime TV show, which started in 1998, accepted three sword swallowing challenges . Similarly, the speed beer drinking records which were dropped from the book in 1991, reappeared 17 years later in the 2008 edition, but were moved from the ""Human Achievements"" section of the older book to the ""Modern Society"" section of the newer edition. As of 2011, it is required in the guidelines of all ""large food"" type records that the item be fully edible, and distributed to the public for consumption, to prevent food wastage. [dead link]

Chain letters are also not allowed: ""Guinness World Records does not accept any records relating to chain letters, sent by post or e-mail. If you receive a letter or an e-mail, which may promise to publish the names of all those who send it on, please destroy it, it is a hoax. No matter if it says that Guinness World Records and the postal service are involved, they are not."""
How do attitudes toward the Bible among different Christian groups vary?,"Among Christian denominations there is some disagreement about the contents of the canon, primarily in the Apocrypha, a list of works that are regarded with varying levels of respect. Attitudes towards the Bible also vary amongst Christian groups. Roman Catholics, Anglicans and Eastern Orthodox Christians stress the harmony and importance of the Bible and sacred tradition, while Protestant churches focus on the idea of sola scriptura, or scripture alone. This concept arose during the Protestant Reformation, and many denominations today continue to support the use of the Bible as the only source of Christian teaching. With estimated total sales of over 5 billion copies, the Bible is widely considered to be the best-selling book of all time. It has estimated annual sales of 100 million copies, and has been a major influence on literature and history, especially in the West where the Gutenberg Bible was the first mass-printed book."
How do digital engineering tools benefit the user?,"CAD together with digital mockup and CAE software such as finite element method analysis or analytic element method allows engineers to create models of designs that can be analyzed without having to make expensive and time-consuming physical prototypes. These allow products and components to be checked for flaws; assess fit and assembly; study ergonomics; and to analyze static and dynamic characteristics of systems such as stresses, temperatures, electromagnetic emissions, electrical currents and voltages, digital logic levels, fluid flows, and kinematics. Access and distribution of all this information is generally organized with the use of product data management software. There are also many tools to support specific engineering tasks such as computer-aided manufacturing software to generate CNC machining instructions; manufacturing process management software for production engineering; EDA for printed circuit board and circuit schematics for electronic engineers; MRO applications for maintenance management; and AEC software for civil engineering. In recent years the use of computer software to aid the development of goods has collectively come to be known as product lifecycle management . The engineering profession engages in a wide range of activities, from large collaboration at the societal level, and also smaller individual projects."
Why was it asserted that private lenders were encouraged to relax lending standards by government affordable housing policies?,"The Community Reinvestment Act is also identified as one of the causes of the recession, by some critics. They contend that lenders relaxed lending standards in an effort to meet CRA commitments, and they note that publicly announced CRA loan commitments were massive, totaling $4.5 trillion in the years between 1994 and 2007. However, the Financial Crisis Inquiry Commission concluded that Fannie & Freddie ""were not a primary cause"" of the crisis and that CRA was not a factor in the crisis. Further, since housing bubbles appeared in multiple countries in Europe as well, the FCIC Republican minority dissenting report also concluded that U.S. housing policies were not a robust explanation for a wider global housing bubble. The view that U.S. government housing policy was a primary cause of the crisis has been widely disputed, with Paul Krugman referring to it as ""imaginary history."" Author Michael Lewis wrote that a type of derivative called a credit default swap enabled speculators to stack bets on the same mortgage securities."
What led to government regulations?,"In the 1920s, railroad profits stagnated, many redundant and unprofitable lines were abandoned, and many passenger facilities were allowed to fall into a cycle of deferred maintenance, all of which, in small ways, drove passengers away, either by higher fares or less appealing service. At the same time, the rise in popularity of the automobile and U.S. highways, such as the Lincoln Highway, began to eat away at local rail passenger traffic. Increases in labor costs also further hindered the railroads' ability to make profits on smaller and more sparsely populated lines. The primary regulatory authority affecting railroads, beginning in the late 19th century, was the Interstate Commerce Commission . The ICC played a leading role in rate-setting, which, at times, hindered railroads' ability to be profitable in the passenger market. In the 1930s, train speeds were ever increasing, but no advancements were being made in signaling and safety systems to prevent collisions."
How did King Christian's loss in the Thirty Years' War lead to a decline in Danish power?,"In the Thirty Years' War, Christian tried to become the leader of the Lutheran states in Germany but suffered a crushing defeat at the Battle of Lutter. The result was that the Catholic army under Albrecht von Wallenstein was able to invade, occupy, and pillage Jutland, forcing Denmark to withdraw from the war. Denmark managed to avoid territorial concessions, but King Gustavus Adolphus' intervention in Germany was seen as a sign that the military power of Sweden was on the rise while Denmark's influence in the region was declining. In 1643, Swedish armies invaded Jutland and claimed Scania in 1644. In the 1645 Treaty of Bromsebro, Denmark surrendered Halland, Gotland, the last parts of Danish Estonia, and several provinces in Norway. In 1657, King Frederick III declared war on Sweden and marched on Bremen-Verden."
Why is James Madison credited with the idea for the Library's creation?,"The Library promotes literacy and American literature through projects such as the American Folklife Center, American Memory, Center for the Book, and Poet Laureate. James Madison is credited with the idea for creating a congressional library, first making such a proposition in 1783. The Library of Congress was established April 24, 1800, when President John Adams signed an act of Congress providing for the transfer of the seat of government from Philadelphia to the new capital city of Washington. Part of the legislation appropriated $5,000 ""for the purchase of such books as may be necessary for the use of Congress ..., and for fitting up a suitable apartment for containing them...."" Books were ordered from London and the collection, consisting of 740 books and 3 maps, was housed in the new Capitol. As president, Thomas Jefferson played an important role in establishing the structure of the Library of Congress. On January 26, 1802, he signed a bill that allowed the president to appoint an overseer of the Library of Congress and for the establishment of a Joint Committee on the Library to regulate and oversee the Library."
How are natural resources valued around the world?,"A natural resource may exist as a separate entity such as fresh water, and air, as well as a living organism such as a fish, or it may exist in an alternate form which must be processed to obtain the resource such as metal ores, petroleum, and most forms of energy. There is much debate worldwide over natural resource allocations, this is particularly true during periods of increasing scarcity and shortages but also because the exportation of natural resources is the basis for many economies . Some natural resources such as sunlight and air can be found everywhere, and are known as ubiquitous resources. However, most resources only occur in small sporadic areas, and are referred to as localized resources. There are very few resources that are considered inexhaustible - these are solar radiation, geothermal energy, and air . The vast majority of resources are theoretically exhaustible, which means they have a finite quantity and can be depleted if managed improperly."
How did William Pitt the Younger contribute to modern tax practices of the modern era?,"This income tax was introduced into Great Britain by Prime Minister William Pitt the Younger in his budget of December 1798, to pay for weapons and equipment for the French Revolutionary War. Pitt's new graduated income tax began at a levy of 2 old pence in the pound on incomes over PS60 , and increased up to a maximum of 2 shillings in the pound on incomes of over PS200. Pitt hoped that the new income tax would raise PS10 million a year, but actual receipts for 1799 totalled only a little over PS6 million. Pitt's income tax was levied from 1799 to 1802, when it was abolished by Henry Addington during the Peace of Amiens. Addington had taken over as prime minister in 1801, after Pitt's resignation over Catholic Emancipation. The income tax was reintroduced by Addington in 1803 when hostilities with France recommenced, but it was again abolished in 1816, one year after the Battle of Waterloo."
What problems emerged in 1950 regarding the directions taken by ABC and UPT?,"As part of this merger, the network would have been renamed ""ABC-DuMont"" for five years, and DuMont would have received $5 million in cash, room on the schedule for existing DuMont programming, and guaranteed advertising time for DuMont Laboratories receivers. In addition, to comply with FCC ownership restrictions, it would have been required to sell either WABC-TV or DuMont owned-and-operated station WABD in the New York City market, as well as two other stations. The merged ABC-DuMont would have had the resources to compete with CBS and NBC. Goldenson sought to develop the ABC television network by trying to convince local stations to agree to affiliate with the network. In doing this, he contacted local entrepreneurs who owned television stations themselves, many of whom had previously invested in Paramount cinemas and had worked with him when he undertook the responsibility of restructuring United Paramount Theatres. At the same time he made attempts to help grow ABC, Goldenson had been trying since mid-1953 to provide content for the network by contacting his old acquaintances in Hollywood, with whom he had worked when UPT was a subsidiary of Paramount Pictures."
Why is hydroelectricity considered high value?,"When used as peak power to meet demand, hydroelectricity has a higher value than base power and a much higher value compared to intermittent energy sources. Hydroelectric stations have long economic lives, with some plants still in service after 50-100 years. Operating labor cost is also usually low, as plants are automated and have few personnel on site during normal operation. Where a dam serves multiple purposes, a hydroelectric station may be added with relatively low construction cost, providing a useful revenue stream to offset the costs of dam operation. It has been calculated that the sale of electricity from the Three Gorges Dam will cover the construction costs after 5 to 8 years of full generation. Additionally, some data shows that in most countries large hydropower dams will be too costly and take too long to build to deliver a positive risk adjusted return, unless appropriate risk management measures are put in place."
What are the benefits of life in Munich?,"Today, the crime rate is low compared with other large German cities, such as Hamburg or Berlin. For its high quality of life and safety the city has been nicknamed ""Toytown"" among the English-speaking residents. German inhabitants call it ""Millionendorf"", an expression which means ""village of a million people"". Due to the very high standards of living in combination with the thriving economy of the city and the region, a high influx of people made it possible, that Munich's population passed the 1.5 million mark in June 2015, increasing its total population by more than 20% within the last 10 years. Munich lies on the elevated plains of Upper Bavaria, about 50 km north of the northern edge of the Alps, at an altitude of about 520 m ASL. The local rivers are the Isar and the Wurm."
How was the Boshin War prosecuted?,"The alliance of samurai from southern and western domains and court officials had now secured the cooperation of the young Emperor Meiji, who ordered the dissolution of the two-hundred-year-old Tokugawa Shogunate. Tokugawa Yoshinobu launched a military campaign to seize the emperor's court at Kyoto. However, the tide rapidly turned in favor of the smaller but relatively modernized imperial faction and resulted in defections of many daimyo to the Imperial side. The Battle of Toba-Fushimi was a decisive victory in which a combined army from Choshu, Tosa, and Satsuma domains defeated the Tokugawa army. A series of battles were then fought in pursuit of supporters of the Shogunate; Edo surrendered to the Imperial forces and afterwards Yoshinobu personally surrendered. Yoshinobu was stripped of all his power by Emperor Meiji and most of Japan accepted the emperor's rule."
Why have international athletes been recruited by National Collegiate Athletic Association institutions?,"Many of these students come to the US with high academic expectations and aspirations. In 2009, Simon Fraser University in Burnaby, British Columbia, became the NCAA's first non-US member institution. In 2014, the NCAA set a record high of a $989 Million in net revenue. Being just shy of $1 Billion is among the highest of all large sports organizations. The modern era of the NCAA began in July 1955 when its executive director, Kansas City, Missouri native Walter Byers, moved the organization's headquarters from the LaSalle Hotel in Chicago to the Fairmount Building at 101 West 11th Street in Downtown Kansas City. The move was intended to separate the NCAA from the direct influence of any individual conference and to keep it centrally located."
How was the British Empire involved in slave trade?,"In 1695, the Scottish Parliament granted a charter to the Company of Scotland, which established a settlement in 1698 on the Isthmus of Panama. Besieged by neighbouring Spanish colonists of New Granada, and afflicted by malaria, the colony was abandoned two years later. The Darien scheme was a financial disaster for Scotland--a quarter of Scottish capital was lost in the enterprise--and ended Scottish hopes of establishing its own overseas empire. The episode also had major political consequences, persuading the governments of both England and Scotland of the merits of a union of countries, rather than just crowns. This occurred in 1707 with the Treaty of Union, establishing the Kingdom of Great Britain. At the end of the 16th century, England and the Netherlands began to challenge Portugal's monopoly of trade with Asia, forming private joint-stock companies to finance the voyages--the English, later British, East India Company and the Dutch East India Company, chartered in 1600 and 1602 respectively."
Why was Shanghai considered the center of radical leftism in modern times?,"Its importance to the fiscal well-being of the central government also denied it economic liberalizations begun in 1978. Shanghai was finally permitted to initiate economic reforms in 1991, starting the massive development still seen today and the birth of Lujiazui in Pudong. Shanghai lies on China's east coast roughly equidistant from Beijing and Guangzhou. The Old City and modern downtown Shanghai are now located in the center of an expanding peninsula between the Yangtze River Delta to the north and Hangzhou Bay to the south, formed by the Yangtze's natural deposition and by modern land reclamation projects. The provincial-level Municipality of Shanghai administers both the eastern area of this peninsula and many of its surrounding islands. It is bordered on the north and west by Jiangsu, on the south by Zhejiang, and on the east by the East China Sea."
How did Stalin find out about Hitler's plan to destroy the Soviet Union?,"Stalin studied Hitler, including reading Mein Kampf and from it knew of Hitler's desire to destroy the Soviet Union. In 1933, the Soviet Union had immediate concerns with the threat of a potential German invasion of the country should Germany attempt a conquest of the Baltic states, and in December of that year, Polish-Soviet negotiations began for the issuing of a joint declaration by the two countries guaranteeing the sovereignty of the Baltic states. However, Poland withdrew from the negotiations following German and Finnish objections. The Soviet Union and Germany at this time competed with each other for influence in Poland. The Soviet government also was concerned with the anti-Soviet sentiment in Poland and particularly Jozef Pilsudski's proposed Polish federation that would include the territories of Poland, Lithuania, Belarus, and Ukraine within it that threatened the territorial integrity of the Soviet Union. On 20 August 1939, forces of the Union of Soviet Socialist Republics under General Georgy Zhukov, together with the People's Republic of Mongolia eliminated the threat of conflict in the east with a decisive victory over Japan at the Battle of Khalkhin Gol in eastern Mongolia."
How is the NFL draft conducted?,"Clubs are required to make their selection within a certain period of time, the exact time depending on which round the pick is made in. If they fail to do so on time, the clubs behind them can begin to select their players in order, but they do not lose the pick outright. This happened in the 2003 draft, when the Minnesota Vikings failed to make their selection on time. The Jacksonville Jaguars and Carolina Panthers were able to make their picks before the Vikings were able to use theirs. Selected players are only allowed to negotiate contracts with the team that picked them, but if they choose not to sign they become eligible for the next year's draft. Under the current collective bargaining contract, all contracts to drafted players must be four-year deals with a club option for a fifth."
What is Armenia?,"Armenia , officially the Republic of Armenia , is a sovereign state in the South Caucasus region of Eurasia. Located in Western Asia, on the Armenian Highland, it is bordered by Turkey to the west, Georgia to the north, the de facto independent Nagorno-Karabakh Republic and Azerbaijan to the east, and Iran and Azerbaijan's exclave of Nakhchivan to the south. The Republic of Armenia constitutes only one-tenth of historical Armenia. Armenia is a unitary, multi-party, democratic nation-state with an ancient cultural heritage. Urartu was established in 860 BC and by the 6th century BC it was replaced by the Satrapy of Armenia. In the 1st century BC the Kingdom of Armenia reached its height under Tigranes the Great. Armenia became the first state in the world to adopt Christianity as its official religion."
